Source,Target,Type,Relation
Udit Narayan,terminal_Udit Narayan_Ranjana_Jha_m_1984_separated,Directed,SPOUSE
Udit Narayan,terminal_Udit Narayan_Deepa_Gahatraj_m_1985,Directed,SPOUSE
Udit Narayan,Aditya_Narayan,Directed,CHILD
Udit Narayan,Shweta_Agarwal,Directed,CHILD
Neha Dhupia,Angad_Bedi,Directed,SPOUSE
Moon_Moon_Sen,Raima_Sen,Directed,CHILD
Moon_Moon_Sen,Riya_Sen,Directed,CHILD
Moon_Moon_Sen,Suchitra_Sen,Directed,PARENT
Raima_Sen,Moon_Moon_Sen,Directed,PARENT
Raima_Sen,Suchitra_Sen,Directed,SIBLING
Suchitra_Sen,terminal_Suchitra_Sen_Dibanath_Sen_m_1947_died_1970,Directed,SPOUSE
Mahesh_Babu,Krishna_(Telugu_actor),Directed,PARENT
Mahesh_Babu,List_of_South_Indian_film_families#Ghattamaneni_family,Directed,RELATIVE
Shilpa_Shirodkar,terminal_Shilpa_Shirodkar_Aparesh_Ranjit_m_2000,Directed,SPOUSE
Shilpa_Shirodkar,Mahesh_Babu,Directed,SIBLING
Yash_Johar,terminal_Yash_Johar_Hiroo_Johar_m_1971,Directed,SPOUSE
Yash_Johar,Karan Johar,Directed,CHILD
Yash_Johar,List_of_Hindi_film_families#Chopra-Johar_family,Directed,RELATIVE
Pratibha_Sinha,Mala Sinha,Directed,PARENT
Gokul_Suresh,Suresh Gopi,Directed,PARENT
Gokul_Suresh,terminal_Gokul_Suresh_Radhika_Nair_mother,Directed,PARENT
Aranmula_Ponnamma,terminal_Aranmula_Ponnamma_Kochu_Krishna_Pillai,Directed,SPOUSE
Aranmula_Ponnamma,terminal_Aranmula_Ponnamma_RajammaRajashekharan,Directed,CHILD
Aranmula_Ponnamma,Suresh Gopi,Directed,CHILD
Siddharth_Roy_Kapur,Aarti_Bajaj,Directed,SPOUSE
Siddharth_Roy_Kapur,List_of_Hindi_film_clans#Roy_Kapur—Balan_family,Directed,RELATIVE
Alvira_Khan_Agnihotri,Atul_Agnihotri,Directed,SPOUSE
Alvira_Khan_Agnihotri,Alizeh_Agnihotri,Directed,CHILD
Alvira_Khan_Agnihotri,List_of_Hindi_film_clans#Khan_family_(of_Salim_Khan),Directed,RELATIVE
Daboo_Malik,terminal_Daboo_Malik_Jyothi_Malik,Directed,SPOUSE
Daboo_Malik,Amaal_Mallik,Directed,CHILD
Daboo_Malik,Armaan_Malik,Directed,CHILD
Daboo_Malik,Sardar_Malik,Directed,PARENT
Daboo_Malik,Anu Malik,Directed,PARENT
Daboo_Malik,Hasrat_Jaipuri,Directed,PARENT
Amaal_Mallik,Sardar_Malik,Directed,PARENT
Amaal_Mallik,Armaan_Malik,Directed,PARENT
Amaal_Mallik,Anu Malik,Directed,PARENT
Armaan_Malik,terminal_Armaan_Malik_Aashna_Shroff_m_2025,Directed,SPOUSE
Hasrat_Jaipuri,Sardar_Malik,Directed,SIBLING
Hasrat_Jaipuri,Anu Malik,Directed,SIBLING
Hasrat_Jaipuri,Daboo_Malik,Directed,SIBLING
Vineeth,terminal_Vineeth_Priscilla_Menon_m_2004,Directed,SPOUSE
Vineeth,List_of_South_Indian_film_families#Travancore_family,Directed,RELATIVE
Parvathy_Jayaram,Jayaram,Directed,SPOUSE
Parvathy_Jayaram,Kalidas_Jayaram,Directed,CHILD
Suchitra_Krishnamoorthi,Anand%E2%80%93Sahni_family,Directed,RELATIVE
Sohaila_Kapur,terminal_Sohaila_Kapur_Anirudh_Limaye_divorced,Directed,SPOUSE
Sohaila_Kapur,terminal_Sohaila_Kapur_Anil_Charnalia_died_1999,Directed,SPOUSE
Sohaila_Kapur,Dev_Anand,Directed,UNCLE
Sohaila_Kapur,Shekhar Kapur,Directed,UNCLE
Sohaila_Kapur,List_of_Hindi_film_families#Anand-Sahni_family,Directed,RELATIVE
Vijay_Anand_(filmmaker),Anand-Sahni_family,Directed,RELATIVE
Purab_Kohli,terminal_Purab_Kohli_Lucy_Payton_m_2016,Directed,SPOUSE
Purab_Kohli,Vishal_Anand,Directed,UNCLE
Prakash_Koirala,Manisha_Koirala,Directed,CHILD
Prakash_Koirala,Siddharth_Koirala,Directed,CHILD
Prakash_Koirala,Koirala_family,Directed,RELATIVE
Babil_Khan,Irrfan Khan,Directed,PARENT
Swaroop_Sampat,Aditya_Rawal,Directed,CHILD
Aditya_Rawal,Paresh Rawal,Directed,PARENT
Aditya_Rawal,Swaroop_Sampat,Directed,PARENT
Parikshit_Sahni,terminal_Parikshit_Sahni_Aruna_Kapoor_died,Directed,SPOUSE
Parikshit_Sahni,terminal_Parikshit_Sahni_Dr_Nandini_Sahni,Directed,SPOUSE
Parikshit_Sahni,Balraj Sahni,Directed,PARENT
Parikshit_Sahni,Bhisham_Sahni,Directed,UNCLE
Parikshit_Sahni,Anand%E2%80%93Sahni_family,Directed,RELATIVE
Bhisham_Sahni,Parikshit_Sahni,Directed,SIBLING
Bhisham_Sahni,Anand%E2%80%93Sahni_family,Directed,SIBLING
Sarika_Thakur,Shruti_Haasan,Directed,CHILD
Sarika_Thakur,Akshara_Haasan,Directed,CHILD
Shruti_Haasan,Kamal_Haasan,Directed,PARENT
Shruti_Haasan,Sarika_Thakur,Directed,PARENT
Shruti_Haasan,List_of_South_Indian_film_families#Kamal_Haasan_family,Directed,RELATIVE
Akshara_Haasan,Shruti_Haasan,Directed,SIBLING
Akshara_Haasan,List_of_Indian_film_families#Haasan_family,Directed,RELATIVE
R._D._Burman,terminal_R._D._Burman_Rita_Patel_m_1966_div_1971,Directed,SPOUSE
Varsha_Bhosle,terminal_Varsha_Bhosle_Hemant_Kenkre_before_1998,Directed,SPOUSE
Varsha_Bhosle,Asha_Bhosle,Directed,PARENT
Varsha_Bhosle,R._D._Burman,Directed,PARENT
Varsha_Bhosle,Mangeshkar_family,Directed,RELATIVE
Varsha_Bhosle,Manikya_dynasty,Directed,RELATIVE
S._D._Burman,Meera_Dev_Burman,Directed,SPOUSE
Mian_Ehsan-ul-Haq,Naseem_Banu,Directed,SPOUSE
Mian_Ehsan-ul-Haq,Saira_Banu,Directed,CHILD
Mian_Ehsan-ul-Haq,Chamiyan_Bai,Directed,PARENT
Mian_Ehsan-ul-Haq,Sayyeshaa,Directed,PARENT
Naseem_Banu,Saira_Banu,Directed,CHILD
Naseem_Banu,Sayyeshaa,Directed,CHILD
Naseem_Banu,Dilip Kumar,Directed,CHILD
Sayyeshaa,Arya_(actor),Directed,SPOUSE
Sayyeshaa,Sumeet_Saigal,Directed,PARENT
Sayyeshaa,terminal_Sayyeshaa_Shaheen_Banu_mother,Directed,PARENT
Sayyeshaa,Chamiyan_Bai,Directed,PARENT
Sayyeshaa,Naseem_Banu,Directed,PARENT
Sayyeshaa,Sathya_(Tamil_actor),Directed,SIBLING
Sayyeshaa,Farah_(actress),Directed,PARENT
Sayyeshaa,Saira_Banu,Directed,AUNT
Sayyeshaa,Dilip Kumar,Directed,UNCLE
Shobha_Kapoor,Ekta_Kapoor,Directed,CHILD
Shobha_Kapoor,Tusshar_Kapoor,Directed,CHILD
Ekta_Kapoor,Jeetendra,Directed,PARENT
Ekta_Kapoor,Shobha_Kapoor,Directed,PARENT
Ekta_Kapoor,Tushar_Kapoor,Directed,SIBLING
Ekta_Kapoor,Abhishek_Kapoor,Directed,COUSIN
Abhishek_Kapoor,Pragya_Yadav,Directed,SPOUSE
Abhishek_Kapoor,Jeetendra,Directed,UNCLE
Abhishek_Kapoor,Ekta_Kapoor,Directed,UNCLE
Abhishek_Kapoor,Tusshar_Kapoor,Directed,UNCLE
Renu_Saluja,Sudhir_Mishra,Directed,SPOUSE
Renu_Saluja,Radha_Saluja,Directed,SIBLING
Anupama_Chopra,Zuni_Chopra,Directed,CHILD
Anupama_Chopra,Agni_Chopra,Directed,CHILD
Anupama_Chopra,Kamna_Chandra,Directed,PARENT
Anupama_Chopra,Vikram_Chandra_(novelist),Directed,SIBLING
Anupama_Chopra,Tanuja_Chandra,Directed,SIBLING
Anupama_Chopra,Ramanand_Sagar,Directed,SIBLING
Zuni_Chopra,Vidhu Vinod Chopra,Directed,PARENT
Zuni_Chopra,Anupama_Chopra,Directed,PARENT
Zuni_Chopra,Agni_Chopra,Directed,SIBLING
Zuni_Chopra,Kamna_Chandra,Directed,SIBLING
Zuni_Chopra,Vikram_Chandra_(novelist),Directed,SIBLING
Zuni_Chopra,Tanuja_Chandra,Directed,SIBLING
Zuni_Chopra,Ramanand_Sagar,Directed,SIBLING
Ramanand_Sagar,terminal_Ramanand_Sagar_Leelavati_Sagar,Directed,SPOUSE
Ramanand_Sagar,Agni_Chopra,Directed,SIBLING
Vikram_Chandra_(novelist),terminal_Vikram_Chandra_(novelist)_Melanie_Abrams_divorced,Directed,SPOUSE
Vikram_Chandra_(novelist),Kamna_Chandra,Directed,PARENT
Vikram_Chandra_(novelist),Tanuja_Chandra,Directed,SIBLING
Vikram_Chandra_(novelist),Agni_Chopra,Directed,SIBLING
Tanuja_Chandra,Kamna_Chandra,Directed,PARENT
Tanuja_Chandra,Agni_Chopra,Directed,SIBLING
Protima_Bedi,Pooja_Bedi,Directed,CHILD
Protima_Bedi,Alaya_F,Directed,CHILD
Pooja_Bedi,terminal_Pooja_Bedi_Farhan_Ebrahim_Furniturewala_m_1994_div_2003,Directed,SPOUSE
Pooja_Bedi,Alaya_F,Directed,CHILD
Pooja_Bedi,Kabir_Bedi,Directed,PARENT
Pooja_Bedi,Protima_Bedi,Directed,PARENT
Pooja_Bedi,Freda_Bedi,Directed,PARENT
Freda_Bedi,terminal_Freda_Bedi_Baba_Pyare_Lal_Bedi_m_1933,Directed,SPOUSE
Freda_Bedi,Kabir_Bedi,Directed,CHILD
Alaya_F,Pooja_Bedi,Directed,PARENT
Alaya_F,List_of_Hindi_film_families#Bedi_family_(of_Kabir_Bedi),Directed,RELATIVE
Amrita_Arora,terminal_Amrita_Arora_Shakeel_Ladak_m_2009,Directed,SPOUSE
Riya_Sen,terminal_Riya_Sen_Shivam_Tewari_m_2017,Directed,SPOUSE
Rajiv_Rai,Sonam_(actress),Directed,SPOUSE
Rajiv_Rai,Gulshan Rai,Directed,PARENT
Chaman_Puri,Madan_Puri,Directed,SIBLING
Chaman_Puri,K._L._Saigal,Directed,COUSIN
Madan_Puri,terminal_Madan_Puri_Ramesh_Puri_Son_Hindi_movie_Director,Directed,CHILD
Madan_Puri,K._L._Saigal,Directed,COUSIN
Vardhan_Puri,Amrish Puri,Directed,PARENT
Gauri_Khan,Aryan_Khan,Directed,CHILD
Gauri_Khan,Suhana_Khan,Directed,CHILD
Aryan_Khan,Shah Rukh Khan,Directed,PARENT
Aryan_Khan,Gauri_Khan,Directed,PARENT
Aryan_Khan,terminal_Aryan_Khan_Suhana_Khan_sister,Directed,SIBLING
Latha_Rajinikanth,Aishwarya_Rajinikanth,Directed,CHILD
Latha_Rajinikanth,Soundarya_Rajinikanth,Directed,CHILD
Latha_Rajinikanth,Ravi_Raghavendra,Directed,SIBLING
Latha_Rajinikanth,Y._G._Mahendran,Directed,SIBLING
Latha_Rajinikanth,Anirudh_Ravichander,Directed,SIBLING
Aishwarya_Rajinikanth,Dhanush,Directed,SPOUSE
Aishwarya_Rajinikanth,Rajinikanth,Directed,PARENT
Aishwarya_Rajinikanth,Latha_Rajinikanth,Directed,PARENT
Aishwarya_Rajinikanth,List_of_South_Indian_film_families#Rajinikanth_family,Directed,RELATIVE
Aishwarya_Rajinikanth,Soundarya_Rajinikanth,Directed,SIBLING
Soundarya_Rajinikanth,terminal_Soundarya_Rajinikanth_Ashwin_Ramkumar_m_2010_div_2017,Directed,SPOUSE
Soundarya_Rajinikanth,terminal_Soundarya_Rajinikanth_Vishagan_Vanangamudi_m_2019,Directed,SPOUSE
Soundarya_Rajinikanth,Rajinikanth,Directed,PARENT
Soundarya_Rajinikanth,Latha_Rajinikanth,Directed,PARENT
Soundarya_Rajinikanth,List_of_South_Indian_film_families#Rajinikanth_family,Directed,SIBLING
Pranav_Mohanlal,Mohanlal,Directed,PARENT
Pranav_Mohanlal,Suchitra_Mohanlal,Directed,PARENT
Pranav_Mohanlal,Vismaya_Mohanlal,Directed,SIBLING
Pranav_Mohanlal,Suresh_Balaje,Directed,UNCLE
Pranav_Mohanlal,K._Balaji,Directed,PARENT
Pranav_Mohanlal,List_of_South_Indian_film_families#Mohanlal-Balaji_family,Directed,RELATIVE
K._Balaji,terminal_K._Balaji_Anandavalli_died_1996,Directed,SPOUSE
K._Balaji,Suresh_Balaje,Directed,CHILD
K._Balaji,T._Rangachari,Directed,PARENT
K._Balaji,Mohanlal,Directed,CHILD
K._Balaji,Pranav_Mohanlal,Directed,CHILD
K._Balaji,Rajalakshmi_Parthasarathy,Directed,COUSIN
K._Balaji,Y._G._Mahendra,Directed,NEPHEW
Suresh_Balaje,terminal_Suresh_Balaje_Usha_Suresh,Directed,SPOUSE
Suresh_Balaje,Suchitra_Mohanlal,Directed,SIBLING
Suresh_Balaje,Mohanlal,Directed,SIBLING
Suresh_Balaje,Pranav_Mohanlal,Directed,SIBLING
B._Unnikrishnan,terminal_B._Unnikrishnan_Rajeswari_Menon,Directed,SPOUSE
B._Unnikrishnan,Mohanlal,Directed,RELATIVE
Preeti_Ganguly,Ganguly_family,Directed,RELATIVE
Ravi_Tandon,Raveena Tandon,Directed,CHILD
Ravi_Tandon,Rakhee_Tandon_(actress),Directed,CHILD
Rakhee_Tandon_(actress),terminal_Rakhee_Tandon_(actress)_Rajiv_Tandon_m_2004_div_2010,Directed,SPOUSE
Mac_Mohan,terminal_Mac_Mohan_Minny_Makijany_m_1986,Directed,SPOUSE
Manjari_Makijany,Mac_Mohan,Directed,PARENT
Sidi_Ibrahim_Muhammad_Yakut_Khan_III,terminal_Sidi_Ibrahim_Muhammad_Yakut_Khan_III_Abdul_Kadir_Khan,Directed,PARENT
Zubeida,terminal_Zubeida_Maharaj_Narsingir_Dhanrajgir_Gyan_Bahadur,Directed,SPOUSE
Zubeida,Sultana_(actress),Directed,SIBLING
Zubeida,Rhea_Pillai,Directed,SIBLING
Zubeida,Jamila_Razzaq,Directed,SIBLING
Sultana_(actress),terminal_Sultana_(actress)_Seth_Razzaq_husband,Directed,SPOUSE
Sultana_(actress),Jamila_Razzaq,Directed,CHILD
Sultana_(actress),Waqar_Hasan,Directed,CHILD
Sultana_(actress),Zubeida,Directed,CHILD
Sultana_(actress),Rhea_Pillai,Directed,CHILD
Jamila_Razzaq,Waqar_Hasan,Directed,SPOUSE
Jamila_Razzaq,Fatma Begum,Directed,PARENT
Jamila_Razzaq,Sidi_Ibrahim_Muhammad_Yakut_Khan_III,Directed,PARENT
Jamila_Razzaq,Zubeida,Directed,PARENT
Jamila_Razzaq,Rhea_Pillai,Directed,PARENT
Jamila_Razzaq,Pervez_Sajjad,Directed,PARENT
Rhea_Pillai,Fatma Begum,Directed,PARENT
Rhea_Pillai,Sidi_Ibrahim_Muhammad_Yakut_Khan_III,Directed,PARENT
Rhea_Pillai,Zubeida,Directed,PARENT
Rhea_Pillai,Sultana_(actress),Directed,PARENT
Rinke_Khanna,terminal_Rinke_Khanna_Samir_Saran_m_2003,Directed,SPOUSE
Jay_Mehta,Nanji_Kalidas_Mehta,Directed,PARENT
Jay_Mehta,Shekhar_Mehta,Directed,PARENT
Kiran_Rao,Aditi_Rao_Hydari,Directed,COUSIN
Junaid_Khan_(Indian_actor),Aamir Khan,Directed,PARENT
Junaid_Khan_(Indian_actor),List_of_Hindi_film_families#Khan–Hussain_family_(of_Nasir_Hussain),Directed,RELATIVE
Tahir_Hussain,terminal_Tahir_Hussain_Zeenat_Hussain_m_1964,Directed,SPOUSE
Tahir_Hussain,Aamir Khan,Directed,CHILD
Tahir_Hussain,List_of_Hindi_film_families#Khan–Hussain_family_(of_Nasir_Hussain),Directed,RELATIVE
Shanavas_(actor),terminal_Shanavas_(actor)_Ayisha,Directed,SPOUSE
Shanavas_(actor),terminal_Shanavas_(actor)_Ajith_Khan_Shameer_Khan,Directed,CHILD
Shanavas_(actor),Prem_Nazir,Directed,PARENT
Shanavas_(actor),terminal_Shanavas_(actor)_Habeeba_Beevi,Directed,PARENT
Shanavas_(actor),Prem_Nawas,Directed,UNCLE
Prem_Nawas,terminal_Prem_Nawas_Sulochana,Directed,SPOUSE
Prem_Nawas,terminal_Prem_Nawas_Prem_Kishore,Directed,CHILD
Prem_Nawas,Shanawas,Directed,SIBLING
Nitin_Mukesh,terminal_Nitin_Mukesh_Nishi_Mukesh_Mathur,Directed,SPOUSE
Neil_Nitin_Mukesh,Nitin_Mukesh,Directed,PARENT
Neil_Nitin_Mukesh,Mukesh_(singer),Directed,PARENT
Macky_Ali,Mehmood_Ali,Directed,PARENT
Macky_Ali,Lucky_Ali,Directed,SIBLING
Macky_Ali,Meena_Kumari,Directed,AUNT
Macky_Ali,Minoo_Mumtaz,Directed,AUNT
Macky_Ali,List_of_Hindi_film_clans#Ali-Amrohi_family,Directed,RELATIVE
Ginny_Ali,Lucky_Ali,Directed,CHILD
Ginny_Ali,Macky_Ali,Directed,CHILD
Ginny_Ali,Meena_Kumari,Directed,SIBLING
Ginny_Ali,List_of_Hindi_film_clans#Ali-Amrohi_family,Directed,SIBLING
Ginny_Ali,Mehmood_Ali_family,Directed,RELATIVE
Kabir_Bedi,terminal_Kabir_Bedi_Susan_Humphreys_m_1980_div_1990,Directed,SPOUSE
Kabir_Bedi,terminal_Kabir_Bedi_Parveen_Dusanj_m_2016,Directed,SPOUSE
Mohammad_Azharuddin,terminal_Mohammad_Azharuddin_Naureen_m_1987_div_1996,Directed,SPOUSE
Mohammad_Azharuddin,terminal_Mohammad_Azharuddin_Shannon_Marie_m_2017,Directed,SPOUSE
Mohammad_Azharuddin,Mohammad_Asaduddin,Directed,CHILD
Jayabharathi,Sathaar,Directed,SPOUSE
Jayabharathi,Krish_J._Sathaar,Directed,CHILD
Jayabharathi,terminal_Jayabharathi_Shivasankaran_Pillai,Directed,PARENT
Jayabharathi,terminal_Jayabharathi_Sharada,Directed,PARENT
Salim_Khan,terminal_Salim_Khan_Salma_Khan_Sushila_Charak_m_1964,Directed,SPOUSE
Salim_Khan,Helen_(actress),Directed,SPOUSE
Salim_Khan,Salman_Khan,Directed,CHILD
Salim_Khan,Arbaaz_Khan,Directed,CHILD
Salim_Khan,Alvira_Khan_Agnihotri,Directed,CHILD
Salim_Khan,Sohail_Khan,Directed,CHILD
Salim_Khan,List_of_Hindi_film_clans#Khan_family_(of_Salim_Khan),Directed,RELATIVE
Helen_(actress),List_of_Hindi_film_clans#Khan_family_(of_Salim_Khan),Directed,RELATIVE
Sohail_Khan,terminal_Sohail_Khan_Seema_Sajdeh_m_1998_div_2022,Directed,SPOUSE
Roshan_(music_director),Ira_Roshan,Directed,SPOUSE
Roshan_(music_director),Rakesh Roshan,Directed,CHILD
Roshan_(music_director),Rajesh_Roshan,Directed,CHILD
Roshan_(music_director),Hrithik_Roshan,Directed,CHILD
Roshan_(music_director),List_of_Hindi_film_clans#Roshan_family,Directed,RELATIVE
Ira_Roshan,Rakesh Roshan,Directed,CHILD
Ira_Roshan,Rajesh_Roshan,Directed,CHILD
Ira_Roshan,List_of_Hindi_film_clans#Roshan_family,Directed,RELATIVE
Ruma_Guha_Thakurta,Amit_Kumar,Directed,CHILD
Yogeeta_Bali,Mithun_Chakraborty,Directed,SPOUSE
Yogeeta_Bali,Mahaakshay_Chakraborty,Directed,CHILD
Yogeeta_Bali,Ushmey_Chakraborty,Directed,CHILD
Yogeeta_Bali,Geeta_Bali,Directed,AUNT
Yogeeta_Bali,Aditya_Raj_Kapoor,Directed,AUNT
Yogeeta_Bali,Hemlata_(singer),Directed,AUNT
Leena_Chandavarkar,Dayanand_Bandodkar,Directed,PARENT
Leena_Chandavarkar,Shashikala_Kakodkar,Directed,SIBLING
Amit_Kumar,terminal_Amit_Kumar_Reema_Ganguly,Directed,SPOUSE
Amit_Kumar,Kishore_Kumar,Directed,PARENT
Amit_Kumar,Ruma_Guha_Thakurta,Directed,PARENT
Amit_Kumar,Madhubala,Directed,PARENT
Amit_Kumar,Yogeeta_Bali,Directed,PARENT
Amit_Kumar,Leena_Chandavarkar,Directed,PARENT
Amit_Kumar,Kajol,Directed,PARENT
Amit_Kumar,Ganguly_family,Directed,RELATIVE
Chanchal_(actress),terminal_Chanchal_(actress)_S_K_Prabhakar_died_Ibrahim,Directed,SPOUSE
Chanchal_(actress),Kishore_Kumar,Directed,SIBLING
Suhasini_Maniratnam,Charuhasan,Directed,PARENT
G._Venkateswaran,terminal_G._Venkateswaran_Sujatha,Directed,SPOUSE
Charuhasan,terminal_Charuhasan_Komalam_m_1953,Directed,SPOUSE
Charuhasan,Suhasini_Maniratnam,Directed,CHILD
Charuhasan,List_of_South_Indian_film_families#Haasan_family,Directed,RELATIVE
Kamal_Haasan,terminal_Kamal_Haasan_Srinivasan_father,Directed,PARENT
Kamal_Haasan,terminal_Kamal_Haasan_Rajalakshmi_mother,Directed,PARENT
Aroma_Dutta,Dhirendranath_Datta,Directed,PARENT
Aroma_Dutta,Ritwik_Kumar_Ghatak,Directed,UNCLE
Manish_Ghatak,terminal_Manish_Ghatak_Dharitri_Devi,Directed,SPOUSE
Manish_Ghatak,Mahasweta_Devi,Directed,CHILD
Mahasweta_Devi,Bijon_Bhattacharya,Directed,SPOUSE
Mahasweta_Devi,Nabarun_Bhattacharya,Directed,CHILD
Mahasweta_Devi,Manish_Ghatak,Directed,PARENT
Mahasweta_Devi,Ritwik_Ghatak,Directed,PARENT
Parambrata_Chatterjee,terminal_Parambrata_Chatterjee_Piya_Chakraborty_m_2023,Directed,SPOUSE
Parambrata_Chatterjee,terminal_Parambrata_Chatterjee_1_child,Directed,CHILD
Parambrata_Chatterjee,Ritwik_Ghatak,Directed,UNCLE
Parambrata_Chatterjee,Mahasweta_Devi,Directed,UNCLE
Parambrata_Chatterjee,Gita_Ghatak,Directed,UNCLE
Nabarun_Bhattacharya,terminal_Nabarun_Bhattacharya_Pranati_Bhattacharya,Directed,SPOUSE
Nabarun_Bhattacharya,Bijon_Bhattacharya,Directed,PARENT
Nabarun_Bhattacharya,Mahashweta_Devi,Directed,PARENT
Nabarun_Bhattacharya,Manish_Ghatak,Directed,PARENT
Nabarun_Bhattacharya,Ritwik_Ghatak,Directed,UNCLE
Bijon_Bhattacharya,Nabarun_Bhattacharya,Directed,CHILD
Nargis_Dutt,Sunil_Dutt,Directed,SPOUSE
Nargis_Dutt,Sanjay_Dutt,Directed,CHILD
Nargis_Dutt,Priya_Dutt,Directed,CHILD
Nargis_Dutt,Jaddanbai,Directed,PARENT
Nargis_Dutt,List_of_Hindi_film_clans#Dutt_family_(of_Sunil_Dutt),Directed,RELATIVE
Madhur_Jaffrey,Sanford_Allen,Directed,SPOUSE
Madhur_Jaffrey,terminal_Madhur_Jaffrey_Zia_Jaffrey,Directed,CHILD
Madhur_Jaffrey,terminal_Madhur_Jaffrey_Meera_Jaffrey,Directed,CHILD
Madhur_Jaffrey,Sakina_Jaffrey,Directed,CHILD
Madhur_Jaffrey,Maya_Jaggi,Directed,NIECE
Madhur_Jaffrey,Raghu_Raj_Bahadur,Directed,COUSIN
Madhur_Jaffrey,Sheila_Dhar,Directed,COUSIN
Sakina_Jaffrey,terminal_Sakina_Jaffrey_Francis_Wilkinson,Directed,SPOUSE
Sakina_Jaffrey,Saeed Jaffrey,Directed,PARENT
Sakina_Jaffrey,Madhur_Jaffrey,Directed,PARENT
Sakina_Jaffrey,Kiara_Advani,Directed,COUSIN
Sakina_Jaffrey,Raghu_Raj_Bahadur,Directed,COUSIN
Kiara_Advani,Sidharth_Malhotra,Directed,SPOUSE
Parvathamma_Rajkumar,Dr._Rajkumar,Directed,SPOUSE
Parvathamma_Rajkumar,Shiva_Rajkumar,Directed,CHILD
Parvathamma_Rajkumar,Raghavendra_Rajkumar,Directed,CHILD
Parvathamma_Rajkumar,Puneeth_Rajkumar,Directed,CHILD
Parvathamma_Rajkumar,List_of_South_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Shiva_Rajkumar,Dr._Rajkumar,Directed,PARENT
Shiva_Rajkumar,Parvathamma_Rajkumar,Directed,PARENT
Shiva_Rajkumar,List_of_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Raghavendra_Rajkumar,terminal_Raghavendra_Rajkumar_Mangala,Directed,SPOUSE
Raghavendra_Rajkumar,Vinay_Rajkumar,Directed,CHILD
Raghavendra_Rajkumar,Yuva_Rajkumar,Directed,CHILD
Raghavendra_Rajkumar,List_of_South_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Puneeth_Rajkumar,terminal_Puneeth_Rajkumar_Ashwini_Revanth_m_1999,Directed,SPOUSE
Puneeth_Rajkumar,Dr._Rajkumar,Directed,PARENT
Puneeth_Rajkumar,Parvathamma_Rajkumar,Directed,PARENT
Puneeth_Rajkumar,List_of_Indian_film_families#Rajkumar_family,Directed,RELATIVE
Kalpana_Kartik,Suneil_Anand,Directed,CHILD
Suneil_Anand,Dev_Anand,Directed,PARENT
Suneil_Anand,Kalpana_Kartik,Directed,PARENT
Suneil_Anand,Anand_family,Directed,RELATIVE
Puru_Raaj_Kumar,terminal_Puru_Raaj_Kumar_Koraljika_Grdak_m_2011,Directed,SPOUSE
Dulquer_Salmaan,terminal_Dulquer_Salmaan_Amal_Sufiya_m_2011,Directed,SPOUSE
Dulquer_Salmaan,Mammootty,Directed,PARENT
Dulquer_Salmaan,List_of_Hindi_film_families#Mammootty_family,Directed,RELATIVE
Athiya_Shetty,KL_Rahul,Directed,SPOUSE
Athiya_Shetty,Suniel Shetty,Directed,PARENT
Athiya_Shetty,Ahan_Shetty,Directed,SIBLING
Ahan_Shetty,Sunil_Shetty,Directed,PARENT
Ahan_Shetty,KL_Rahul,Directed,SIBLING
Siddhanth_Kapoor,Shakti Kapoor,Directed,PARENT
Siddhanth_Kapoor,Shraddha_Kapoor,Directed,SIBLING
Siddhanth_Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Shakti_Kapoor),Directed,RELATIVE
Shraddha_Kapoor,Shakti Kapoor,Directed,PARENT
Shraddha_Kapoor,List_of_Hindi_film_families#Kapoor_family_(of_Shakti_Kapoor),Directed,RELATIVE
Simple_Kapadia,terminal_Simple_Kapadia_Rajinder_Singh_Shetty_m_1992_div_1999,Directed,SPOUSE
Simple_Kapadia,List_of_Hindi_film_families#Khanna-Kapadia-Bhatia_family,Directed,RELATIVE
Mayur_Madhvani,Mumtaz_(Indian_actress),Directed,SPOUSE
Mayur_Madhvani,Muljibhai_Madhvani,Directed,PARENT
Mayur_Madhvani,Nimisha_Madhvani,Directed,NIECE
Mayur_Madhvani,Malika_Askari,Directed,NIECE
Mayur_Madhvani,Fardeen_Khan,Directed,NIECE
Malika_Askari,Randhawa_(wrestler),Directed,SPOUSE
Malika_Askari,Shaad_Randhawa,Directed,CHILD
Malika_Askari,Mumtaz_(Indian_actress),Directed,SIBLING
Malika_Askari,List_of_Hindi_film_clans#Randhawa_family,Directed,RELATIVE
Randhawa_(wrestler),Shaad_Randhawa,Directed,CHILD
Randhawa_(wrestler),List_of_Hindi_film_clans#Randhawa_family,Directed,RELATIVE
Shaad_Randhawa,List_of_Hindi_film_clans#Randhawa_family,Directed,RELATIVE
Ashmit_Patel,Rajni_Patel,Directed,SIBLING
Rajni_Patel,Ameesha Patel,Directed,CHILD
Rajni_Patel,Ashmit_Patel,Directed,CHILD
Rajni_Patel,Chandrakant_T._Patel,Directed,COUSIN
Kirron_Kher,Sikandar_Kher,Directed,CHILD
Sikandar_Kher,Kirron_Kher,Directed,PARENT
Sikandar_Kher,Anupam Kher,Directed,PARENT
